account_id,company_name,industry,company_size,icp_fit_score,trigger_event,days_since_last_touch,existing_customer,any_converted,max_prob,account_ptb_label,gtm_fit_label
ACC-002339,White-Nelson,Healthcare,51-200,0.812,tech_refresh,3,False,1.0,0.6826,1,1
ACC-002340,Jackson-Jefferson,Retail,51-200,0.488,none,18,False,1.0,0.6179,0,0
ACC-002341,Cox-Roberson,Healthcare,51-200,0.638,none,38,False,0.0,0.8222,0,0
ACC-002342,Price and Sons,Legal,201-1000,0.86,none,48,False,1.0,0.3542,1,1
ACC-002343,"Velasquez, Bell and Thomas",Real Estate,51-200,0.79,none,19,False,1.0,0.8359,1,1
ACC-002344,Vazquez Group,Government,1-50,0.911,none,127,False,1.0,0.8444,1,1
ACC-002345,Reese PLC,Insurance,51-200,1.0,compliance_mandate,10,False,0.0,0.3103,0,1
ACC-002346,Thompson LLC,Manufacturing,1-50,0.392,none,20,False,0.0,0.3692,0,0
ACC-002347,Romero-Taylor,Healthcare,51-200,0.658,none,4,True,1.0,0.77,1,1
ACC-002348,Irwin-Mendoza,Manufacturing,201-1000,0.416,funding_round,4,False,1.0,0.2619,0,0
ACC-002349,"Travis, Eaton and Carter",Financial Services,5000+,0.663,none,29,False,0.0,0.6365,0,1
ACC-002350,Christensen Inc,Healthcare,201-1000,0.804,tech_refresh,5,True,0.0,0.3606,0,1
ACC-002351,"Peterson, Palmer and Keith",Government,1001-5000,0.586,none,6,False,1.0,0.7115,1,0
ACC-002352,"Webb, Stanley and Perkins",Government,51-200,0.575,funding_round,23,False,1.0,0.7319,1,0
ACC-002353,"Werner, Tate and Barnes",Financial Services,51-200,0.713,none,0,False,1.0,0.34,1,1
ACC-002354,Krueger-Mays,Retail,1-50,0.399,funding_round,8,False,1.0,0.3306,0,0
ACC-002355,Hoffman-Campbell,Government,1-50,0.633,compliance_mandate,43,False,1.0,0.4581,1,0
ACC-002356,Andrews-Martinez,Insurance,5000+,0.689,none,13,False,0.0,0.6363,0,1
ACC-002357,Cruz Group,Retail,51-200,0.534,none,12,False,1.0,0.7843,1,0
ACC-002358,Prince LLC,Legal,51-200,0.73,none,30,False,0.0,0.278,0,1
ACC-002359,"Williams, Reese and Hughes",Government,51-200,0.546,none,10,False,0.0,0.6656,0,0
ACC-002360,Cherry Inc,Insurance,1-50,0.699,leadership_change,51,False,1.0,0.7045,1,1
ACC-002361,"Collins, Robinson and Weaver",Financial Services,1001-5000,1.0,compliance_mandate,10,False,1.0,0.9411,1,1
ACC-002362,Butler-Mitchell,Real Estate,1-50,0.959,none,106,False,1.0,0.7826,1,1
ACC-002363,Kelley Group,Financial Services,5000+,0.781,funding_round,5,False,1.0,0.7823,1,1
ACC-002364,Young Ltd,Healthcare,5000+,0.584,none,44,False,1.0,0.7613,1,0
ACC-002365,"Castaneda, Santiago and Davidson",Real Estate,51-200,0.634,funding_round,47,False,1.0,0.6539,1,0
ACC-002366,"Gibson, Johnson and Maynard",Insurance,1-50,0.816,none,1,False,1.0,0.5087,1,1
ACC-002367,Cannon-Park,Technology,1001-5000,0.467,none,21,False,1.0,0.6337,0,0
ACC-002368,Butler PLC,Government,1-50,0.459,none,30,False,1.0,0.479,0,0
ACC-002369,Daniel PLC,Real Estate,201-1000,0.779,none,41,False,0.0,0.502,0,1
ACC-002370,Smith Group,Real Estate,51-200,0.924,compliance_mandate,1,True,1.0,0.8429,1,1
ACC-002371,"Brown, Harvey and Owens",Government,1-50,0.687,none,21,False,1.0,0.6457,1,1
ACC-002372,Tran LLC,Retail,51-200,0.145,none,59,True,1.0,0.7624,0,0
ACC-002373,Moore LLC,Healthcare,1001-5000,0.698,none,15,False,1.0,0.7796,1,1
ACC-002374,Velazquez Ltd,Insurance,1-50,0.783,none,24,True,1.0,0.7405,1,1
ACC-002375,Roman and Sons,Real Estate,1-50,0.996,none,11,True,1.0,0.847,1,1
ACC-002376,Wright PLC,Manufacturing,201-1000,0.506,tech_refresh,12,False,1.0,0.7815,1,0
ACC-002377,Gilmore PLC,Financial Services,51-200,0.85,compliance_mandate,14,True,1.0,0.842,1,1
ACC-002378,Everett and Sons,Legal,1001-5000,0.9,none,32,False,1.0,0.751,1,1
ACC-002379,Collier PLC,Real Estate,51-200,0.777,compliance_mandate,10,False,1.0,0.9001,1,1
ACC-002380,Cooper LLC,Financial Services,51-200,1.0,none,5,True,0.0,,0,1
ACC-002381,Bennett Ltd,Retail,5000+,0.29,funding_round,12,False,0.0,0.4538,0,0
ACC-002382,Hinton PLC,Government,201-1000,0.316,funding_round,11,False,1.0,0.6966,0,0
ACC-002383,Stafford Inc,Retail,51-200,0.321,leadership_change,32,False,1.0,0.767,0,0
ACC-002384,Martin LLC,Retail,201-1000,0.12,none,1,False,0.0,0.7466,0,0
ACC-002385,"Lowe, Hamilton and Carroll",Retail,1-50,0.324,none,24,False,1.0,0.5685,0,0
ACC-002386,Peters PLC,Financial Services,1-50,0.921,tech_refresh,10,False,1.0,0.8959,1,1
ACC-002387,Fitzpatrick PLC,Healthcare,1-50,0.64,none,19,False,1.0,0.7434,1,0
ACC-002388,Barnes Ltd,Insurance,1-50,0.572,leadership_change,1,False,0.0,,0,0
ACC-002389,Carter-Wade,Retail,51-200,0.464,none,45,True,1.0,0.9172,0,0
ACC-002390,Thompson-Perez,Financial Services,201-1000,0.933,none,57,False,1.0,0.786,1,1
ACC-002391,"Morris, Berger and Olson",Technology,201-1000,0.577,none,3,False,1.0,0.8466,1,0
ACC-002392,Smith Ltd,Manufacturing,5000+,0.438,none,0,False,0.0,0.4208,0,0
ACC-002393,"Griffin, Leon and Gonzalez",Technology,1-50,0.693,funding_round,20,False,1.0,0.6756,1,1
ACC-002394,"Hooper, Miller and Evans",Insurance,5000+,0.731,none,85,True,1.0,0.8769,1,1
ACC-002395,Miller and Sons,Manufacturing,1-50,0.457,none,14,False,1.0,0.307,0,0
ACC-002396,Cherry LLC,Technology,201-1000,0.589,tech_refresh,7,False,0.0,0.622,0,0
ACC-002397,Smith PLC,Manufacturing,1-50,0.58,none,6,False,1.0,0.7182,1,0
ACC-002398,Colon Inc,Retail,201-1000,0.415,leadership_change,3,False,1.0,0.7447,0,0
ACC-002399,Ayala Inc,Manufacturing,51-200,0.531,leadership_change,4,True,1.0,0.8222,1,0
ACC-002400,Johnson-Brown,Government,201-1000,0.44,funding_round,43,False,0.0,0.5683,0,0
ACC-002401,"Kelly, White and Decker",Financial Services,1-50,0.762,none,13,False,1.0,0.8258,1,1
ACC-002402,Reeves-Herrera,Real Estate,51-200,1.0,none,9,False,1.0,0.6011,1,1
ACC-002403,Hawkins Group,Technology,201-1000,0.432,none,10,True,1.0,0.8034,0,0
ACC-002404,"Barnes, Williams and Newton",Government,1-50,0.678,compliance_mandate,5,False,1.0,0.6591,1,1
ACC-002405,"Rogers, James and Richards",Financial Services,201-1000,0.752,compliance_mandate,27,False,1.0,0.7247,1,1
ACC-002406,Moreno PLC,Healthcare,51-200,0.569,none,20,True,1.0,0.8601,1,0
ACC-002407,Phillips-Martinez,Government,1-50,0.587,none,46,False,1.0,0.6963,1,0
ACC-002408,Evans PLC,Government,51-200,0.53,leadership_change,11,True,1.0,0.831,1,0
ACC-002409,"Gray, Hansen and Green",Legal,51-200,0.944,leadership_change,30,False,1.0,0.7568,1,1
ACC-002410,Buckley Group,Government,201-1000,0.571,compliance_mandate,5,False,0.0,,0,0
ACC-002411,Robinson PLC,Healthcare,1-50,0.593,funding_round,29,False,1.0,0.6594,1,0
ACC-002412,"Barnes, Ortiz and Savage",Insurance,51-200,0.624,leadership_change,28,False,1.0,0.6627,1,0
ACC-002413,"Willis, Rodriguez and Scott",Government,1-50,0.568,none,61,False,0.0,,0,0
ACC-002414,"Martinez, Dyer and Clark",Financial Services,51-200,0.653,leadership_change,2,False,1.0,0.2336,1,1
ACC-002415,Fletcher Group,Legal,1-50,0.963,none,18,False,1.0,0.5422,1,1
ACC-002416,Scott-Conrad,Legal,201-1000,0.845,none,21,False,1.0,0.6822,1,1
ACC-002417,"Stewart, Sanchez and Thompson",Legal,51-200,0.644,none,10,False,0.0,0.3339,0,0
ACC-002418,Johnson-Johnson,Healthcare,51-200,0.541,none,50,False,0.0,,0,0
ACC-002419,Blair-Morse,Insurance,1-50,0.918,tech_refresh,3,False,1.0,0.729,1,1
ACC-002420,Wagner-Frey,Technology,1001-5000,0.448,none,9,False,1.0,0.7725,0,0
ACC-002421,"Miller, Lucas and Kelley",Retail,1-50,0.364,none,32,False,1.0,0.741,0,0
ACC-002422,Wright-Duran,Healthcare,1-50,0.523,none,2,False,1.0,0.3635,1,0
ACC-002423,"Brown, Williams and Vazquez",Real Estate,201-1000,0.931,none,9,False,0.0,,0,1
ACC-002424,"Marquez, May and Wilson",Technology,201-1000,0.398,none,5,False,1.0,0.479,0,0
ACC-002425,Dudley-Ortega,Healthcare,51-200,0.615,leadership_change,7,False,1.0,0.7708,1,0
ACC-002426,"Harrell, Fritz and Miller",Healthcare,1-50,0.856,funding_round,10,True,1.0,0.7913,1,1
ACC-002427,Johnson LLC,Retail,1-50,0.497,funding_round,5,False,0.0,0.359,0,0
ACC-002428,Evans PLC,Technology,5000+,0.465,none,40,True,0.0,0.6709,0,0
ACC-002429,Stewart-Spears,Retail,51-200,0.305,none,0,False,1.0,0.6728,0,0
ACC-002430,Aguirre-Garcia,Financial Services,1-50,0.885,compliance_mandate,7,False,1.0,0.6409,1,1
ACC-002431,"Salas, Johnson and Taylor",Insurance,51-200,0.764,none,1,False,1.0,0.8438,1,1
ACC-002432,Nunez and Sons,Insurance,51-200,0.665,none,8,False,1.0,0.7413,1,1
ACC-002433,Hurst-Nichols,Government,1-50,0.68,none,28,False,0.0,0.2174,0,1
ACC-002434,Scott Ltd,Retail,201-1000,0.394,none,112,False,1.0,0.453,0,0
ACC-002435,"Ferguson, Johnson and Woods",Real Estate,1-50,0.871,funding_round,27,False,0.0,,0,1
ACC-002436,Bruce-Allen,Financial Services,1-50,0.835,none,40,True,0.0,0.8087,0,1
ACC-002437,"Huber, Lee and Patterson",Technology,201-1000,0.447,leadership_change,4,False,0.0,0.2331,0,0
ACC-002438,"Miller, Navarro and Browning",Insurance,51-200,0.875,leadership_change,41,False,0.0,0.2141,0,1
ACC-002439,Brown Group,Insurance,1001-5000,0.569,tech_refresh,10,False,1.0,0.2823,1,0
ACC-002440,"Ruiz, Taylor and Thomas",Retail,1001-5000,0.179,none,8,False,0.0,0.5852,0,0
ACC-002441,Guerrero-Tyler,Financial Services,1-50,0.896,none,4,False,1.0,0.8458,1,1
ACC-002442,Herman Ltd,Healthcare,1001-5000,0.482,none,3,False,0.0,0.1611,0,0
ACC-002443,"Walker, Cox and Taylor",Insurance,51-200,0.687,leadership_change,0,False,1.0,0.8986,1,1
ACC-002444,Evans-Macias,Insurance,51-200,0.613,tech_refresh,35,False,1.0,0.8484,1,0
ACC-002445,Blevins Inc,Government,1001-5000,0.69,tech_refresh,28,False,1.0,0.8156,1,1
ACC-002446,Ryan-Singleton,Healthcare,1-50,0.584,funding_round,62,False,1.0,0.777,1,0
ACC-002447,"Nichols, Martinez and Cortez",Real Estate,51-200,0.866,funding_round,15,True,1.0,0.9259,1,1
ACC-002448,"Jackson, Norman and Martinez",Manufacturing,201-1000,0.755,none,90,False,0.0,0.4438,0,1
ACC-002449,"Brown, Garcia and Briggs",Manufacturing,201-1000,0.578,none,29,False,0.0,0.3575,0,0
ACC-002450,"Bowman, Wilson and Lucas",Financial Services,201-1000,0.839,tech_refresh,11,False,1.0,0.807,1,1
ACC-002451,Rodriguez Ltd,Healthcare,1001-5000,0.749,funding_round,114,False,1.0,0.7205,1,1
ACC-002452,Martin PLC,Healthcare,1-50,0.876,none,13,False,1.0,0.7018,1,1
ACC-002453,Wells-Mills,Healthcare,51-200,0.584,tech_refresh,2,False,0.0,0.4526,0,0
ACC-002454,Tran and Sons,Government,51-200,0.628,none,3,False,1.0,0.2153,1,0
ACC-002455,Holmes-Andrews,Retail,5000+,0.472,leadership_change,29,True,1.0,0.5453,0,0
ACC-002456,Thomas-Edwards,Healthcare,1001-5000,0.67,none,16,False,0.0,0.57,0,1
ACC-002457,Frazier-Rivera,Legal,1-50,1.0,leadership_change,19,False,1.0,0.7814,1,1
ACC-002458,Luna and Sons,Government,51-200,0.521,none,4,False,1.0,0.5196,1,0
ACC-002459,Stevens and Sons,Financial Services,51-200,0.962,tech_refresh,7,False,1.0,0.7776,1,1
ACC-002460,Vargas-Wells,Real Estate,201-1000,0.876,tech_refresh,9,False,1.0,0.8227,1,1
ACC-002461,Gonzalez PLC,Healthcare,51-200,0.472,tech_refresh,9,False,0.0,0.4628,0,0
ACC-002462,"Patel, Carter and Anderson",Technology,5000+,0.292,none,25,False,1.0,0.7393,0,0
ACC-002463,Jacobs-Williams,Government,51-200,0.427,none,6,True,0.0,0.862,0,0
ACC-002464,Lopez LLC,Healthcare,1-50,0.917,none,8,False,1.0,0.8186,1,1
ACC-002465,Harrison-Jenkins,Healthcare,51-200,0.661,none,0,False,1.0,0.7088,1,1
ACC-002466,Bradley-Dougherty,Healthcare,1-50,0.827,none,2,False,1.0,0.659,1,1
ACC-002467,Mendoza-Russell,Financial Services,1-50,0.945,compliance_mandate,7,True,1.0,0.7555,1,1
ACC-002468,"Martin, Wang and Edwards",Manufacturing,1-50,0.496,none,15,False,1.0,0.6865,0,0
ACC-002469,Weiss LLC,Technology,1-50,0.73,funding_round,113,False,1.0,0.7097,1,1
ACC-002470,Long-Ferguson,Healthcare,1-50,0.61,none,25,True,1.0,0.942,1,0
ACC-002471,Aguilar and Sons,Manufacturing,51-200,0.211,leadership_change,59,False,1.0,0.4078,0,0
ACC-002472,Arnold and Sons,Healthcare,51-200,0.701,none,106,False,1.0,0.8085,1,1
ACC-002473,"Hubbard, Martin and Casey",Insurance,51-200,0.795,leadership_change,44,False,0.0,0.6174,0,1
ACC-002474,"Pearson, Torres and Campos",Retail,51-200,0.309,funding_round,41,False,1.0,0.2591,0,0
ACC-002475,"Barber, Wright and Robinson",Technology,201-1000,0.842,funding_round,101,False,1.0,0.9407,1,1
ACC-002476,"Williams, Perkins and Johnson",Retail,1-50,0.497,funding_round,14,False,0.0,0.5084,0,0
ACC-002477,"Duncan, Duran and Richardson",Real Estate,1-50,0.876,compliance_mandate,2,False,1.0,0.7278,1,1
ACC-002478,"Lee, Wilson and Wilcox",Manufacturing,51-200,0.475,none,67,False,0.0,0.378,0,0
ACC-002479,"Guerra, Rhodes and Lynch",Technology,201-1000,0.553,none,21,False,0.0,0.2913,0,0
ACC-002480,Savage LLC,Insurance,201-1000,0.781,compliance_mandate,22,False,1.0,0.3866,1,1
ACC-002481,"Dominguez, Rogers and Mcdonald",Real Estate,1001-5000,0.785,funding_round,26,False,1.0,0.729,1,1
ACC-002482,Powers PLC,Technology,1-50,0.427,leadership_change,20,False,1.0,0.5711,0,0
ACC-002483,Santana PLC,Retail,1-50,0.396,none,34,False,1.0,0.7073,0,0
ACC-002484,Riddle-Mack,Legal,1-50,0.915,none,56,True,1.0,0.8518,1,1
ACC-002485,"Carlson, Silva and Howell",Manufacturing,201-1000,0.348,leadership_change,7,False,0.0,0.344,0,0
ACC-002486,"Sanchez, Warner and Weber",Retail,1-50,0.47,none,25,False,1.0,0.4108,0,0
ACC-002487,May Ltd,Manufacturing,1-50,0.342,leadership_change,56,False,0.0,0.2366,0,0
ACC-002488,"Christian, Mclean and Hughes",Government,51-200,0.665,none,52,False,0.0,,0,1
ACC-002489,Meza-Thomas,Insurance,1001-5000,0.705,compliance_mandate,0,False,1.0,0.8763,1,1
ACC-002490,Thompson-Peck,Healthcare,201-1000,0.67,none,22,True,1.0,0.9372,1,1
ACC-002491,Horn Ltd,Real Estate,51-200,0.652,leadership_change,58,False,1.0,0.528,1,1
ACC-002492,Silva-Harris,Retail,51-200,0.408,none,47,False,1.0,0.413,0,0
ACC-002493,Wilson Group,Real Estate,201-1000,0.902,none,34,False,1.0,0.8452,1,1
ACC-002494,Murphy Inc,Real Estate,1-50,0.745,none,10,False,1.0,0.8015,1,1
ACC-002495,Wong and Sons,Government,1-50,0.538,tech_refresh,18,False,1.0,0.9403,1,0
ACC-002496,Morgan PLC,Healthcare,51-200,0.77,none,55,True,1.0,0.1822,1,1
ACC-002497,Young LLC,Government,1-50,0.458,compliance_mandate,7,False,1.0,0.4826,0,0
ACC-002498,Foster-Miranda,Healthcare,51-200,0.684,compliance_mandate,6,False,0.0,0.4489,0,1
ACC-002499,Simpson Group,Real Estate,1-50,0.771,leadership_change,20,False,1.0,0.7737,1,1
ACC-002500,Allen LLC,Government,51-200,0.548,none,19,False,1.0,0.3651,1,0
ACC-002501,Powell Inc,Healthcare,1001-5000,0.581,none,78,False,1.0,0.5576,1,0
ACC-002502,"Hernandez, West and Paul",Real Estate,51-200,0.836,leadership_change,12,False,1.0,0.7415,1,1
ACC-002503,"Pearson, Escobar and Ward",Government,51-200,0.538,none,143,False,1.0,0.7079,1,0
ACC-002504,Bryant Inc,Technology,1-50,0.592,none,10,False,0.0,0.5416,0,0
ACC-002505,Thomas Ltd,Technology,51-200,0.417,none,132,True,0.0,0.5294,0,0
ACC-002506,Martinez LLC,Insurance,201-1000,0.679,funding_round,22,False,1.0,0.7338,1,1
ACC-002507,"Brooks, Mcgrath and Price",Insurance,201-1000,0.754,none,43,False,1.0,0.5268,1,1
ACC-002508,"Randolph, Drake and Tucker",Technology,201-1000,0.75,compliance_mandate,58,False,1.0,0.8339,1,1
ACC-002509,"Parker, Benton and Johnson",Legal,51-200,0.889,none,45,False,1.0,0.8016,1,1
ACC-002510,"Higgins, Roberson and Jordan",Manufacturing,1001-5000,0.437,none,19,False,1.0,0.5521,0,0
ACC-002511,Watkins-Bruce,Retail,1-50,0.498,compliance_mandate,1,False,0.0,0.3346,0,0
ACC-002512,Sanders PLC,Government,1001-5000,0.654,tech_refresh,74,False,1.0,0.7523,1,1
ACC-002513,"Hartman, Scott and Aguilar",Technology,201-1000,0.346,none,52,True,1.0,0.7883,0,0
ACC-002514,Zimmerman-Banks,Legal,1-50,0.902,none,33,False,0.0,0.2835,0,1
ACC-002515,Jordan PLC,Insurance,51-200,0.876,none,19,False,1.0,0.6994,1,1
ACC-002516,"Murillo, Arnold and Jackson",Financial Services,1-50,0.791,none,18,False,1.0,0.7906,1,1
ACC-002517,Williams LLC,Legal,5000+,0.718,tech_refresh,34,False,1.0,0.9269,1,1
ACC-002518,"Cole, Mitchell and Carlson",Healthcare,201-1000,0.532,none,2,False,1.0,0.587,1,0
ACC-002519,Young PLC,Government,1001-5000,0.555,leadership_change,0,False,1.0,0.7822,1,0
ACC-002520,Rose and Sons,Government,51-200,0.722,none,17,False,1.0,0.8694,1,1
ACC-002521,Rogers Inc,Real Estate,51-200,0.674,leadership_change,21,False,1.0,0.5173,1,1
ACC-002522,Barrera and Sons,Legal,1001-5000,1.0,tech_refresh,112,False,1.0,0.7931,1,1
ACC-002523,Greene PLC,Financial Services,1001-5000,0.994,leadership_change,75,False,1.0,0.8547,1,1
ACC-002524,Curry-Hughes,Manufacturing,51-200,0.48,none,10,False,0.0,,0,0
ACC-002525,Harris-Harris,Real Estate,1-50,0.849,none,11,False,0.0,,0,1
ACC-002526,Wilson LLC,Legal,201-1000,0.695,leadership_change,24,False,1.0,0.8201,1,1
ACC-002527,Adams Ltd,Technology,1-50,0.379,funding_round,42,False,0.0,,0,0
ACC-002528,Harris-Nelson,Government,1001-5000,0.512,funding_round,28,False,1.0,0.6113,1,0
ACC-002529,"Dominguez, Jones and Ramirez",Legal,1001-5000,0.814,none,17,True,1.0,0.7723,1,1
ACC-002530,"Thompson, Cannon and Miller",Government,1001-5000,0.498,compliance_mandate,3,True,1.0,0.7773,0,0
ACC-002531,"Davis, Smith and Gomez",Legal,51-200,0.897,none,10,True,0.0,,0,1
ACC-002532,Carpenter-Carey,Insurance,201-1000,0.76,none,16,False,1.0,0.5831,1,1
ACC-002533,Warner-Sanders,Healthcare,201-1000,0.675,leadership_change,48,False,0.0,0.1499,0,1
ACC-002534,Carpenter PLC,Retail,51-200,0.481,none,29,False,1.0,0.8112,0,0
ACC-002535,"Perez, Smith and Perez",Technology,51-200,0.699,none,2,False,0.0,0.3979,0,1
ACC-002536,Smith LLC,Manufacturing,201-1000,0.485,none,3,False,0.0,0.2382,0,0
ACC-002537,Hernandez and Sons,Real Estate,1-50,0.333,funding_round,0,False,1.0,0.9151,0,0
ACC-002538,Miller-Khan,Legal,1-50,0.981,none,5,False,1.0,0.3579,1,1
ACC-002539,"Mccoy, Lopez and Clark",Government,1001-5000,0.659,compliance_mandate,4,False,1.0,0.6585,1,1
ACC-002540,Byrd PLC,Technology,51-200,0.78,tech_refresh,9,False,1.0,0.6933,1,1
ACC-002541,Houston Inc,Legal,1-50,0.976,none,31,True,1.0,0.5485,1,1
ACC-002542,King PLC,Government,1-50,0.514,none,9,False,1.0,0.523,1,0
ACC-002543,Tran-Brown,Retail,201-1000,0.447,none,45,False,1.0,0.7148,0,0
ACC-002544,"Cantrell, Stone and Adams",Real Estate,1001-5000,0.866,compliance_mandate,19,False,0.0,0.8251,0,1
ACC-002545,"Bryant, Anthony and Harrell",Legal,51-200,0.689,tech_refresh,4,False,1.0,0.8558,1,1
ACC-002546,Romero Ltd,Real Estate,1-50,0.768,leadership_change,66,False,0.0,0.3127,0,1
ACC-002547,"Leach, Weaver and Stephens",Technology,51-200,0.492,funding_round,7,False,0.0,,0,0
ACC-002548,"Campbell, King and Yoder",Real Estate,1001-5000,0.664,none,73,False,1.0,0.2903,1,1
ACC-002549,Marshall-Dennis,Technology,1001-5000,0.781,tech_refresh,16,False,1.0,0.8228,1,1
ACC-002550,"Powell, Hill and Scott",Manufacturing,201-1000,0.347,none,14,False,1.0,0.677,0,0
ACC-002551,Stevens-Copeland,Government,51-200,0.574,compliance_mandate,10,False,1.0,0.6637,1,0
ACC-002552,"Jimenez, Yang and French",Technology,1-50,0.355,none,54,False,1.0,0.4254,0,0
ACC-002553,Parsons-Chandler,Manufacturing,1-50,0.199,compliance_mandate,41,False,1.0,0.6448,0,0
ACC-002554,"Brown, Clay and Smith",Healthcare,1-50,0.584,none,36,False,1.0,0.5786,1,0
ACC-002555,"Davis, Sims and Oneill",Insurance,1-50,0.805,leadership_change,127,False,1.0,0.7124,1,1
ACC-002556,"Brown, Avila and Coleman",Legal,1-50,0.74,tech_refresh,32,False,1.0,0.6876,1,1
ACC-002557,Wheeler PLC,Retail,1001-5000,0.387,none,5,False,0.0,0.1321,0,0
ACC-002558,Hanna Inc,Healthcare,1-50,0.684,none,3,False,0.0,0.1207,0,1
ACC-002559,Powers-Cobb,Financial Services,51-200,0.911,compliance_mandate,31,False,1.0,0.9445,1,1
ACC-002560,Boyle PLC,Insurance,51-200,0.92,compliance_mandate,28,False,1.0,0.5621,1,1
ACC-002561,"Garcia, Dudley and Turner",Financial Services,5000+,0.875,none,27,False,1.0,0.8014,1,1
ACC-002562,"Graves, Webb and Mann",Government,1-50,0.564,none,16,False,0.0,0.6309,0,0
ACC-002563,Farley Ltd,Insurance,5000+,0.598,funding_round,0,True,1.0,0.7456,1,0
ACC-002564,Vargas and Sons,Healthcare,1001-5000,0.8,none,28,False,1.0,0.7669,1,1
ACC-002565,Brown-Bond,Financial Services,51-200,0.846,none,37,False,1.0,0.6522,1,1
ACC-002566,"Nixon, Ramsey and Chambers",Insurance,1-50,0.815,tech_refresh,0,False,1.0,0.528,1,1
ACC-002567,"Mccarthy, Flores and Nelson",Retail,51-200,0.327,none,21,False,1.0,0.8774,0,0
ACC-002568,Benson-Johns,Retail,201-1000,0.566,compliance_mandate,81,False,1.0,0.4073,1,0
ACC-002569,Patterson-Mercado,Financial Services,51-200,0.886,compliance_mandate,42,False,1.0,0.6617,1,1
ACC-002570,Abbott and Sons,Healthcare,201-1000,0.769,none,44,False,1.0,0.1348,1,1
ACC-002571,"Smith, Johnson and Lewis",Real Estate,51-200,0.967,leadership_change,75,False,1.0,0.7439,1,1
ACC-002572,"Scott, Rios and Davenport",Insurance,51-200,0.612,none,8,False,0.0,0.6031,0,0
ACC-002573,Torres and Sons,Healthcare,51-200,0.478,compliance_mandate,17,False,1.0,0.4672,0,0
ACC-002574,Hawkins Group,Technology,51-200,0.792,funding_round,39,False,1.0,0.6724,1,1
ACC-002575,"White, Rosario and Martinez",Healthcare,201-1000,0.621,tech_refresh,30,False,0.0,0.4034,0,0
ACC-002576,"Wilson, Barnett and Moyer",Healthcare,51-200,0.869,none,9,False,1.0,0.5722,1,1
ACC-002577,Johnson-Daniel,Insurance,51-200,0.682,none,30,False,0.0,0.2527,0,1
ACC-002578,"Thompson, Ortega and Gordon",Insurance,51-200,0.705,leadership_change,141,False,1.0,0.7055,1,1
ACC-002579,Gutierrez-Huang,Manufacturing,51-200,0.435,none,11,False,1.0,0.4887,0,0
ACC-002580,Perez LLC,Insurance,1-50,1.0,none,3,True,1.0,0.8877,1,1
ACC-002581,"Webb, Williams and Miller",Healthcare,1-50,0.596,compliance_mandate,4,False,1.0,0.7635,1,0
ACC-002582,Cooper-Cole,Healthcare,51-200,0.711,none,89,False,1.0,0.7515,1,1
ACC-002583,"Gaines, James and Flores",Manufacturing,1-50,0.428,tech_refresh,53,True,1.0,0.6426,0,0
ACC-002584,King and Sons,Financial Services,51-200,0.771,tech_refresh,46,True,1.0,0.8608,1,1
ACC-002585,Keller-Sweeney,Retail,5000+,0.402,none,1,True,1.0,0.6791,0,0
ACC-002586,Diaz Ltd,Healthcare,51-200,0.637,leadership_change,72,False,0.0,,0,0
ACC-002587,"Holt, Wood and Mckenzie",Insurance,5000+,0.786,funding_round,11,False,0.0,0.7563,0,1
ACC-002588,Sosa Ltd,Manufacturing,1-50,0.315,none,18,False,1.0,0.6649,0,0
ACC-002589,Adams LLC,Healthcare,51-200,0.525,none,137,True,1.0,0.7144,1,0
ACC-002590,Morris and Sons,Insurance,201-1000,0.667,none,15,True,1.0,0.8718,1,1
ACC-002591,"Dyer, Davis and Perkins",Financial Services,201-1000,0.786,none,21,False,1.0,0.3785,1,1
ACC-002592,Stewart-Silva,Insurance,201-1000,0.759,none,50,True,1.0,0.6284,1,1
ACC-002593,Thomas and Sons,Healthcare,1-50,0.662,leadership_change,11,False,1.0,0.7272,1,1
ACC-002594,"Adams, Henderson and Avila",Government,201-1000,0.605,leadership_change,14,True,0.0,0.8016,0,0
ACC-002595,Wagner-Avila,Legal,1-50,0.937,none,15,False,1.0,0.8501,1,1
ACC-002596,Marshall Ltd,Legal,51-200,0.83,tech_refresh,25,False,1.0,0.7872,1,1
ACC-002597,"Burke, Miller and Perez",Retail,5000+,0.23,none,5,True,1.0,0.7745,0,0
ACC-002598,Luna-Reed,Government,201-1000,0.482,leadership_change,48,False,1.0,0.5102,0,0
ACC-002599,"Rivera, Rubio and Rogers",Real Estate,1-50,0.816,none,10,False,1.0,0.5918,1,1
ACC-002600,Tyler-Williams,Insurance,1-50,0.698,none,1,False,0.0,0.5229,0,1
ACC-002601,Kelly-King,Retail,51-200,0.557,leadership_change,43,False,0.0,0.4598,0,0
ACC-002602,Harding-Randall,Government,1001-5000,0.629,funding_round,34,False,0.0,0.2891,0,0
ACC-002603,Rodriguez Inc,Government,1-50,0.56,funding_round,20,False,0.0,0.3084,0,0
ACC-002604,"Stewart, Kent and Gilbert",Retail,201-1000,0.406,leadership_change,96,True,0.0,0.2006,0,0
ACC-002605,"Rowland, Gibson and Miller",Manufacturing,1-50,0.498,tech_refresh,16,True,1.0,0.8662,0,0
ACC-002606,Rodriguez-Howard,Technology,1-50,0.506,leadership_change,13,False,0.0,,0,0
ACC-002607,Brown-Callahan,Healthcare,1-50,0.579,leadership_change,47,False,1.0,0.7793,1,0
