account_id,company_name,industry,company_size,icp_fit_score,trigger_event,days_since_last_touch,existing_customer,any_converted,max_prob,account_ptb_label
ACC-002285,Wood LLC,Legal,1-50,0.792,leadership_change,20,True,1.0,0.8235,1
ACC-002286,"Gonzales, Perez and Henderson",Retail,51-200,0.481,tech_refresh,17,False,0.0,0.1936,0
ACC-002287,"White, Garcia and Jordan",Manufacturing,1001-5000,0.546,leadership_change,5,False,1.0,0.5945,1
ACC-002288,Bryant LLC,Financial Services,201-1000,0.766,leadership_change,44,False,1.0,0.7637,1
ACC-002289,Hayes Ltd,Technology,1-50,0.509,none,5,False,1.0,0.6014,1
ACC-002290,Reynolds Group,Technology,201-1000,0.561,none,16,False,1.0,0.6567,1
ACC-002291,"Mcintyre, Sparks and Mack",Legal,201-1000,0.94,none,18,True,1.0,0.8502,1
ACC-002292,Cline-Kirby,Retail,5000+,0.253,none,84,False,0.0,0.357,0
ACC-002293,Ali-Foster,Financial Services,51-200,0.879,tech_refresh,6,False,1.0,0.3763,1
ACC-002294,"Hurst, Crawford and Chavez",Manufacturing,201-1000,0.658,none,166,False,1.0,0.8845,1
ACC-002295,Parrish LLC,Government,201-1000,0.619,none,15,False,1.0,0.6872,1
ACC-002296,Davis-Daniels,Government,1-50,0.838,none,25,False,1.0,0.8459,1
ACC-002297,Estrada Inc,Government,1001-5000,0.595,funding_round,6,False,1.0,0.744,1
ACC-002298,Smith Inc,Financial Services,1-50,0.916,none,20,False,1.0,0.6369,1
ACC-002299,Thompson-Serrano,Government,51-200,0.682,leadership_change,6,True,1.0,0.5464,1
ACC-002300,Hobbs-Carrillo,Healthcare,51-200,0.629,funding_round,5,False,0.0,0.3604,0
ACC-002301,Meyers-Green,Financial Services,1-50,0.903,none,10,True,0.0,0.3126,0
ACC-002302,Wall-Park,Legal,201-1000,1.0,leadership_change,41,False,1.0,0.7067,1
ACC-002303,Hamilton Inc,Technology,51-200,0.469,leadership_change,67,False,0.0,,0
ACC-002304,"Thompson, Gonzalez and Lynch",Financial Services,201-1000,0.807,none,0,True,1.0,0.848,1
ACC-002305,"Ortega, Thornton and Caldwell",Legal,201-1000,1.0,funding_round,40,False,1.0,0.814,1
ACC-002306,Mckee LLC,Healthcare,1-50,0.618,funding_round,22,False,0.0,0.7469,0
ACC-002307,Garrison PLC,Manufacturing,5000+,0.277,none,38,False,1.0,0.6891,0
ACC-002308,Alvarado-Hurley,Technology,1-50,0.636,none,99,False,0.0,0.5943,0
ACC-002309,Myers PLC,Financial Services,1-50,0.817,none,21,True,1.0,0.871,1
ACC-002310,"Graves, Wood and Alvarez",Manufacturing,201-1000,0.577,compliance_mandate,13,False,1.0,0.7645,1
ACC-002311,Cooke and Sons,Manufacturing,1-50,0.579,none,2,True,1.0,0.8127,1
ACC-002312,"Hamilton, Thomas and Hardy",Government,1-50,0.65,none,92,False,1.0,0.6873,1
ACC-002313,"Davis, Miller and Rodriguez",Legal,51-200,0.864,tech_refresh,28,True,1.0,0.8026,1
ACC-002314,Bailey-White,Technology,51-200,0.468,none,22,False,0.0,0.1734,0
ACC-002315,Anthony and Sons,Technology,5000+,0.505,none,36,False,1.0,0.2557,1
ACC-002316,Campbell-Adams,Legal,1-50,0.849,funding_round,20,False,0.0,,0
ACC-002317,"Hamilton, Sanders and Kaufman",Financial Services,1-50,0.815,funding_round,47,False,1.0,0.8202,1
ACC-002318,"Mays, Miller and Carroll",Retail,1-50,0.45,tech_refresh,5,True,1.0,0.6709,0
ACC-002319,Allen-Mccall,Retail,201-1000,0.589,none,26,True,0.0,,0
ACC-002320,Marsh PLC,Technology,51-200,0.694,leadership_change,16,False,0.0,0.5215,0
ACC-002321,"Gibson, Delgado and Robinson",Manufacturing,1001-5000,0.705,none,2,False,0.0,0.2117,0
ACC-002322,Porter-Mercer,Manufacturing,201-1000,0.32,none,9,False,1.0,0.7887,0
ACC-002323,Mendoza Group,Technology,51-200,0.529,funding_round,31,False,1.0,0.5519,1
ACC-002324,"Green, Dalton and Ayala",Financial Services,201-1000,0.917,tech_refresh,10,False,0.0,0.7068,0
ACC-002325,Garcia Inc,Legal,201-1000,0.738,none,1,False,1.0,0.5748,1
ACC-002326,"Flores, Weaver and Martin",Healthcare,1-50,0.639,tech_refresh,39,False,0.0,0.3083,0
ACC-002327,Estrada-Garcia,Legal,1-50,0.923,funding_round,51,True,1.0,0.4853,1
ACC-002328,Campbell-Meadows,Healthcare,5000+,0.856,funding_round,0,True,1.0,0.8334,1
ACC-002329,"Torres, Weber and Juarez",Healthcare,51-200,0.562,funding_round,48,False,1.0,0.741,1
ACC-002330,Lane-Brown,Healthcare,1-50,0.598,none,36,False,1.0,0.3278,1
ACC-002331,Roberts-Ramos,Insurance,201-1000,0.718,funding_round,6,False,1.0,0.7344,1
ACC-002332,"Long, Rice and Cross",Manufacturing,1-50,0.493,none,55,False,1.0,0.3455,0
ACC-002333,Estrada-Miller,Technology,1-50,0.413,none,31,False,1.0,0.6297,0
ACC-002334,Macdonald-Massey,Healthcare,51-200,0.532,compliance_mandate,10,False,1.0,0.7919,1
ACC-002335,Hernandez-Morton,Legal,201-1000,0.867,none,13,False,1.0,0.8474,1
ACC-002336,"Olsen, Perez and King",Legal,1-50,0.779,none,9,False,1.0,0.7295,1
ACC-002337,Powell and Sons,Healthcare,1001-5000,0.688,none,83,False,1.0,0.8018,1
ACC-002338,Acosta-Harris,Healthcare,1001-5000,0.773,none,50,False,0.0,0.2285,0
ACC-002339,Moore-Bradford,Healthcare,51-200,0.812,tech_refresh,3,False,1.0,0.6826,1
ACC-002340,"Lee, Henry and Kelly",Retail,51-200,0.488,none,18,False,1.0,0.6179,0
ACC-002341,Brennan Ltd,Healthcare,51-200,0.638,none,38,False,0.0,0.8222,0
ACC-002342,Lee and Sons,Legal,201-1000,0.86,none,48,False,1.0,0.3542,1
ACC-002343,"Simpson, Martinez and Daniels",Real Estate,51-200,0.79,none,19,False,1.0,0.8359,1
ACC-002344,Reed Ltd,Government,1-50,0.911,none,127,False,1.0,0.8444,1
ACC-002345,Rivera Group,Insurance,51-200,1.0,compliance_mandate,10,False,0.0,0.3103,0
ACC-002346,"Huff, Perez and Miller",Manufacturing,1-50,0.392,none,20,False,0.0,0.3692,0
ACC-002347,Green Group,Healthcare,51-200,0.658,none,4,True,1.0,0.77,1
ACC-002348,Wilcox-Bradley,Manufacturing,201-1000,0.416,funding_round,4,False,1.0,0.2619,0
ACC-002349,Schmitt PLC,Financial Services,5000+,0.663,none,29,False,0.0,0.6365,0
ACC-002350,Banks-Cannon,Healthcare,201-1000,0.804,tech_refresh,5,True,0.0,0.3606,0
ACC-002351,Phillips-Walker,Government,1001-5000,0.586,none,6,False,1.0,0.7115,1
ACC-002352,Huynh and Sons,Government,51-200,0.575,funding_round,23,False,1.0,0.7319,1
ACC-002353,Perez-Lowe,Financial Services,51-200,0.713,none,0,False,1.0,0.34,1
ACC-002354,Johnson-Hunt,Retail,1-50,0.399,funding_round,8,False,1.0,0.3306,0
ACC-002355,Edwards Ltd,Government,1-50,0.633,compliance_mandate,43,False,1.0,0.4581,1
ACC-002356,"Hogan, Smith and Burke",Insurance,5000+,0.689,none,13,False,0.0,0.6363,0
ACC-002357,"Miller, Martin and Sanchez",Retail,51-200,0.534,none,12,False,1.0,0.7843,1
ACC-002358,"Gutierrez, Vincent and Morrison",Legal,51-200,0.73,none,30,False,0.0,0.278,0
ACC-002359,Martin-Bowen,Government,51-200,0.546,none,10,False,0.0,0.6656,0
ACC-002360,Mccarthy-Green,Insurance,1-50,0.699,leadership_change,51,False,1.0,0.7045,1
ACC-002361,"Farley, Carr and Sanders",Financial Services,1001-5000,1.0,compliance_mandate,10,False,1.0,0.9411,1
ACC-002362,Hensley Inc,Real Estate,1-50,0.959,none,106,False,1.0,0.7826,1
ACC-002363,Conway-Riley,Financial Services,5000+,0.781,funding_round,5,False,1.0,0.7823,1
ACC-002364,"Summers, Weeks and Lucas",Healthcare,5000+,0.584,none,44,False,1.0,0.7613,1
ACC-002365,Cook-Gibson,Real Estate,51-200,0.634,funding_round,47,False,1.0,0.6539,1
ACC-002366,Gonzales-Johnson,Insurance,1-50,0.816,none,1,False,1.0,0.5087,1
ACC-002367,"Craig, Williams and Lynch",Technology,1001-5000,0.467,none,21,False,1.0,0.6337,0
ACC-002368,"Ray, Romero and Singleton",Government,1-50,0.459,none,30,False,1.0,0.479,0
ACC-002369,Leon-Hayes,Real Estate,201-1000,0.779,none,41,False,0.0,0.502,0
ACC-002370,"Humphrey, Shelton and Lewis",Real Estate,51-200,0.924,compliance_mandate,1,True,1.0,0.8429,1
ACC-002371,Stephens Inc,Government,1-50,0.687,none,21,False,1.0,0.6457,1
ACC-002372,"Bauer, Perkins and Wright",Retail,51-200,0.145,none,59,True,1.0,0.7624,0
ACC-002373,"Aguirre, Ortiz and Long",Healthcare,1001-5000,0.698,none,15,False,1.0,0.7796,1
ACC-002374,"West, Alvarado and Campbell",Insurance,1-50,0.783,none,24,True,1.0,0.7405,1
ACC-002375,"Parker, Robertson and Wolfe",Real Estate,1-50,0.996,none,11,True,1.0,0.847,1
ACC-002376,Pena LLC,Manufacturing,201-1000,0.506,tech_refresh,12,False,1.0,0.7815,1
ACC-002377,Burton PLC,Financial Services,51-200,0.85,compliance_mandate,14,True,1.0,0.842,1
ACC-002378,Austin Ltd,Legal,1001-5000,0.9,none,32,False,1.0,0.751,1
ACC-002379,Acosta and Sons,Real Estate,51-200,0.777,compliance_mandate,10,False,1.0,0.9001,1
ACC-002380,Mccarty-Lewis,Financial Services,51-200,1.0,none,5,True,0.0,,0
ACC-002381,Stanley-Parker,Retail,5000+,0.29,funding_round,12,False,0.0,0.4538,0
ACC-002382,"Hall, Rangel and Marshall",Government,201-1000,0.316,funding_round,11,False,1.0,0.6966,0
ACC-002383,Ortiz Ltd,Retail,51-200,0.321,leadership_change,32,False,1.0,0.767,0
ACC-002384,Spencer PLC,Retail,201-1000,0.12,none,1,False,0.0,0.7466,0
ACC-002385,Davis-Rodriguez,Retail,1-50,0.324,none,24,False,1.0,0.5685,0
ACC-002386,Adams LLC,Financial Services,1-50,0.921,tech_refresh,10,False,1.0,0.8959,1
ACC-002387,Page Inc,Healthcare,1-50,0.64,none,19,False,1.0,0.7434,1
ACC-002388,"Cross, Jimenez and King",Insurance,1-50,0.572,leadership_change,1,False,0.0,,0
ACC-002389,Smith-Hernandez,Retail,51-200,0.464,none,45,True,1.0,0.9172,0
ACC-002390,"Ray, Jackson and Parks",Financial Services,201-1000,0.933,none,57,False,1.0,0.786,1
ACC-002391,King PLC,Technology,201-1000,0.577,none,3,False,1.0,0.8466,1
ACC-002392,Marshall-Nguyen,Manufacturing,5000+,0.438,none,0,False,0.0,0.4208,0
ACC-002393,"Kent, Davis and Owens",Technology,1-50,0.693,funding_round,20,False,1.0,0.6756,1
ACC-002394,Wilcox Inc,Insurance,5000+,0.731,none,85,True,1.0,0.8769,1
ACC-002395,"Aguilar, Mcfarland and Singh",Manufacturing,1-50,0.457,none,14,False,1.0,0.307,0
ACC-002396,White Ltd,Technology,201-1000,0.589,tech_refresh,7,False,0.0,0.622,0
ACC-002397,"Lee, Martin and Miller",Manufacturing,1-50,0.58,none,6,False,1.0,0.7182,1
ACC-002398,Brown Inc,Retail,201-1000,0.415,leadership_change,3,False,1.0,0.7447,0
ACC-002399,Waters-Barker,Manufacturing,51-200,0.531,leadership_change,4,True,1.0,0.8222,1
ACC-002400,Lawson Inc,Government,201-1000,0.44,funding_round,43,False,0.0,0.5683,0
ACC-002401,Snyder-Wilcox,Financial Services,1-50,0.762,none,13,False,1.0,0.8258,1
ACC-002402,"Bradley, Klein and Cross",Real Estate,51-200,1.0,none,9,False,1.0,0.6011,1
ACC-002403,Joyce and Sons,Technology,201-1000,0.432,none,10,True,1.0,0.8034,0
ACC-002404,Bryan Inc,Government,1-50,0.678,compliance_mandate,5,False,1.0,0.6591,1
ACC-002405,White-Huynh,Financial Services,201-1000,0.752,compliance_mandate,27,False,1.0,0.7247,1
ACC-002406,Pope Ltd,Healthcare,51-200,0.569,none,20,True,1.0,0.8601,1
ACC-002407,"Wall, Jones and Berry",Government,1-50,0.587,none,46,False,1.0,0.6963,1
ACC-002408,"Alvarado, Briggs and Allen",Government,51-200,0.53,leadership_change,11,True,1.0,0.831,1
ACC-002409,Martinez-Wood,Legal,51-200,0.944,leadership_change,30,False,1.0,0.7568,1
ACC-002410,Chang Inc,Government,201-1000,0.571,compliance_mandate,5,False,0.0,,0
ACC-002411,Phillips-Williams,Healthcare,1-50,0.593,funding_round,29,False,1.0,0.6594,1
ACC-002412,Taylor-Underwood,Insurance,51-200,0.624,leadership_change,28,False,1.0,0.6627,1
ACC-002413,Martinez and Sons,Government,1-50,0.568,none,61,False,0.0,,0
ACC-002414,Ward Ltd,Financial Services,51-200,0.653,leadership_change,2,False,1.0,0.2336,1
ACC-002415,"Mitchell, Ballard and Henderson",Legal,1-50,0.963,none,18,False,1.0,0.5422,1
ACC-002416,Frank and Sons,Legal,201-1000,0.845,none,21,False,1.0,0.6822,1
ACC-002417,"Jones, Alvarado and Kelly",Legal,51-200,0.644,none,10,False,0.0,0.3339,0
ACC-002418,Garcia-Gutierrez,Healthcare,51-200,0.541,none,50,False,0.0,,0
ACC-002419,Browning-Evans,Insurance,1-50,0.918,tech_refresh,3,False,1.0,0.729,1
ACC-002420,Miller and Sons,Technology,1001-5000,0.448,none,9,False,1.0,0.7725,0
ACC-002421,"Golden, Le and Elliott",Retail,1-50,0.364,none,32,False,1.0,0.741,0
ACC-002422,"Perkins, Ramirez and Ramos",Healthcare,1-50,0.523,none,2,False,1.0,0.3635,1
ACC-002423,Anderson PLC,Real Estate,201-1000,0.931,none,9,False,0.0,,0
ACC-002424,Sanchez Inc,Technology,201-1000,0.398,none,5,False,1.0,0.479,0
ACC-002425,Robinson-Herrera,Healthcare,51-200,0.615,leadership_change,7,False,1.0,0.7708,1
ACC-002426,"Davis, Lynch and Carlson",Healthcare,1-50,0.856,funding_round,10,True,1.0,0.7913,1
ACC-002427,Navarro Inc,Retail,1-50,0.497,funding_round,5,False,0.0,0.359,0
ACC-002428,Mcmillan Inc,Technology,5000+,0.465,none,40,True,0.0,0.6709,0
ACC-002429,Caldwell PLC,Retail,51-200,0.305,none,0,False,1.0,0.6728,0
ACC-002430,"Garcia, Stephenson and Skinner",Financial Services,1-50,0.885,compliance_mandate,7,False,1.0,0.6409,1
ACC-002431,"Hall, Faulkner and Mcmillan",Insurance,51-200,0.764,none,1,False,1.0,0.8438,1
ACC-002432,Adams LLC,Insurance,51-200,0.665,none,8,False,1.0,0.7413,1
ACC-002433,"Thompson, Black and Martin",Government,1-50,0.68,none,28,False,0.0,0.2174,0
ACC-002434,West Inc,Retail,201-1000,0.394,none,112,False,1.0,0.453,0
ACC-002435,Gibson and Sons,Real Estate,1-50,0.871,funding_round,27,False,0.0,,0
ACC-002436,"Hammond, Johnson and Vargas",Financial Services,1-50,0.835,none,40,True,0.0,0.8087,0
ACC-002437,Martin-Vasquez,Technology,201-1000,0.447,leadership_change,4,False,0.0,0.2331,0
ACC-002438,Newman and Sons,Insurance,51-200,0.875,leadership_change,41,False,0.0,0.2141,0
ACC-002439,"Gonzalez, Richard and Brooks",Insurance,1001-5000,0.569,tech_refresh,10,False,1.0,0.2823,1
ACC-002440,Anderson LLC,Retail,1001-5000,0.179,none,8,False,0.0,0.5852,0
ACC-002441,Wallace PLC,Financial Services,1-50,0.896,none,4,False,1.0,0.8458,1
ACC-002442,Brown-Williams,Healthcare,1001-5000,0.482,none,3,False,0.0,0.1611,0
ACC-002443,"Smith, Ryan and Randolph",Insurance,51-200,0.687,leadership_change,0,False,1.0,0.8986,1
ACC-002444,"Castillo, Cole and Le",Insurance,51-200,0.613,tech_refresh,35,False,1.0,0.8484,1
ACC-002445,"Cooper, Thomas and Barnes",Government,1001-5000,0.69,tech_refresh,28,False,1.0,0.8156,1
ACC-002446,Knight Inc,Healthcare,1-50,0.584,funding_round,62,False,1.0,0.777,1
ACC-002447,Ward and Sons,Real Estate,51-200,0.866,funding_round,15,True,1.0,0.9259,1
ACC-002448,Liu and Sons,Manufacturing,201-1000,0.755,none,90,False,0.0,0.4438,0
ACC-002449,Decker-Carrillo,Manufacturing,201-1000,0.578,none,29,False,0.0,0.3575,0
ACC-002450,"Luna, Cervantes and Lee",Financial Services,201-1000,0.839,tech_refresh,11,False,1.0,0.807,1
ACC-002451,"Russell, Little and Kaiser",Healthcare,1001-5000,0.749,funding_round,114,False,1.0,0.7205,1
ACC-002452,Ferguson Inc,Healthcare,1-50,0.876,none,13,False,1.0,0.7018,1
ACC-002453,Lamb-Holder,Healthcare,51-200,0.584,tech_refresh,2,False,0.0,0.4526,0
ACC-002454,Smith-Hamilton,Government,51-200,0.628,none,3,False,1.0,0.2153,1
ACC-002455,Thompson-Richardson,Retail,5000+,0.472,leadership_change,29,True,1.0,0.5453,0
ACC-002456,Thomas-Baird,Healthcare,1001-5000,0.67,none,16,False,0.0,0.57,0
ACC-002457,"Lucas, Lopez and May",Legal,1-50,1.0,leadership_change,19,False,1.0,0.7814,1
ACC-002458,Wilcox-Best,Government,51-200,0.521,none,4,False,1.0,0.5196,1
ACC-002459,"Lynch, Smith and Cross",Financial Services,51-200,0.962,tech_refresh,7,False,1.0,0.7776,1
ACC-002460,Butler Ltd,Real Estate,201-1000,0.876,tech_refresh,9,False,1.0,0.8227,1
ACC-002461,Freeman Inc,Healthcare,51-200,0.472,tech_refresh,9,False,0.0,0.4628,0
ACC-002462,"Riley, Lee and Liu",Technology,5000+,0.292,none,25,False,1.0,0.7393,0
ACC-002463,"Ruiz, Barnes and Greer",Government,51-200,0.427,none,6,True,0.0,0.862,0
ACC-002464,Scott LLC,Healthcare,1-50,0.917,none,8,False,1.0,0.8186,1
ACC-002465,"Stone, Martinez and Huerta",Healthcare,51-200,0.661,none,0,False,1.0,0.7088,1
ACC-002466,"Armstrong, Avery and Ramsey",Healthcare,1-50,0.827,none,2,False,1.0,0.659,1
ACC-002467,Nelson-Knight,Financial Services,1-50,0.945,compliance_mandate,7,True,1.0,0.7555,1
ACC-002468,Harding and Sons,Manufacturing,1-50,0.496,none,15,False,1.0,0.6865,0
ACC-002469,Mccoy Group,Technology,1-50,0.73,funding_round,113,False,1.0,0.7097,1
ACC-002470,Adams-Solis,Healthcare,1-50,0.61,none,25,True,1.0,0.942,1
ACC-002471,Arroyo-Yates,Manufacturing,51-200,0.211,leadership_change,59,False,1.0,0.4078,0
ACC-002472,"Peterson, Harvey and Jones",Healthcare,51-200,0.701,none,106,False,1.0,0.8085,1
ACC-002473,Webb LLC,Insurance,51-200,0.795,leadership_change,44,False,0.0,0.6174,0
ACC-002474,Bryant-Vasquez,Retail,51-200,0.309,funding_round,41,False,1.0,0.2591,0
ACC-002475,"Michael, Howell and Thompson",Technology,201-1000,0.842,funding_round,101,False,1.0,0.9407,1
ACC-002476,Rivera-Rollins,Retail,1-50,0.497,funding_round,14,False,0.0,0.5084,0
ACC-002477,Foster and Sons,Real Estate,1-50,0.876,compliance_mandate,2,False,1.0,0.7278,1
ACC-002478,Stone and Sons,Manufacturing,51-200,0.475,none,67,False,0.0,0.378,0
ACC-002479,"Salazar, Hernandez and Sullivan",Technology,201-1000,0.553,none,21,False,0.0,0.2913,0
ACC-002480,"Campos, Preston and Wilson",Insurance,201-1000,0.781,compliance_mandate,22,False,1.0,0.3866,1
ACC-002481,Moore LLC,Real Estate,1001-5000,0.785,funding_round,26,False,1.0,0.729,1
ACC-002482,"Moody, Yu and Bridges",Technology,1-50,0.427,leadership_change,20,False,1.0,0.5711,0
ACC-002483,Franklin-Anthony,Retail,1-50,0.396,none,34,False,1.0,0.7073,0
ACC-002484,Vargas-Stewart,Legal,1-50,0.915,none,56,True,1.0,0.8518,1
ACC-002485,"Anderson, Booth and French",Manufacturing,201-1000,0.348,leadership_change,7,False,0.0,0.344,0
ACC-002486,Ruiz-Santana,Retail,1-50,0.47,none,25,False,1.0,0.4108,0
ACC-002487,Roberts LLC,Manufacturing,1-50,0.342,leadership_change,56,False,0.0,0.2366,0
ACC-002488,Fox-Martin,Government,51-200,0.665,none,52,False,0.0,,0
ACC-002489,"Brown, Davenport and Simmons",Insurance,1001-5000,0.705,compliance_mandate,0,False,1.0,0.8763,1
ACC-002490,"Sullivan, Perry and Johnson",Healthcare,201-1000,0.67,none,22,True,1.0,0.9372,1
ACC-002491,Ferguson PLC,Real Estate,51-200,0.652,leadership_change,58,False,1.0,0.528,1
ACC-002492,Freeman LLC,Retail,51-200,0.408,none,47,False,1.0,0.413,0
ACC-002493,Cooper-Allen,Real Estate,201-1000,0.902,none,34,False,1.0,0.8452,1
ACC-002494,Powers-Kennedy,Real Estate,1-50,0.745,none,10,False,1.0,0.8015,1
ACC-002495,Ball Group,Government,1-50,0.538,tech_refresh,18,False,1.0,0.9403,1
ACC-002496,Pierce and Sons,Healthcare,51-200,0.77,none,55,True,1.0,0.1822,1
ACC-002497,"Knight, Newton and Hebert",Government,1-50,0.458,compliance_mandate,7,False,1.0,0.4826,0
ACC-002498,Smith LLC,Healthcare,51-200,0.684,compliance_mandate,6,False,0.0,0.4489,0
ACC-002499,Mcgee-Harrell,Real Estate,1-50,0.771,leadership_change,20,False,1.0,0.7737,1
ACC-002500,Baker-Ramsey,Government,51-200,0.548,none,19,False,1.0,0.3651,1
ACC-002501,Martinez Ltd,Healthcare,1001-5000,0.581,none,78,False,1.0,0.5576,1
ACC-002502,Woods-Moran,Real Estate,51-200,0.836,leadership_change,12,False,1.0,0.7415,1
ACC-002503,"Sullivan, Villanueva and Carter",Government,51-200,0.538,none,143,False,1.0,0.7079,1
ACC-002504,"Thompson, Diaz and Meyer",Technology,1-50,0.592,none,10,False,0.0,0.5416,0
ACC-002505,Tran LLC,Technology,51-200,0.417,none,132,True,0.0,0.5294,0
ACC-002506,Evans and Sons,Insurance,201-1000,0.679,funding_round,22,False,1.0,0.7338,1
ACC-002507,Mora-Francis,Insurance,201-1000,0.754,none,43,False,1.0,0.5268,1
ACC-002508,Richardson-Kaiser,Technology,201-1000,0.75,compliance_mandate,58,False,1.0,0.8339,1
ACC-002509,"Smith, Reyes and Francis",Legal,51-200,0.889,none,45,False,1.0,0.8016,1
ACC-002510,Jones-Kramer,Manufacturing,1001-5000,0.437,none,19,False,1.0,0.5521,0
ACC-002511,"Potter, Jones and Thompson",Retail,1-50,0.498,compliance_mandate,1,False,0.0,0.3346,0
ACC-002512,Campbell Ltd,Government,1001-5000,0.654,tech_refresh,74,False,1.0,0.7523,1
ACC-002513,Mooney-Miller,Technology,201-1000,0.346,none,52,True,1.0,0.7883,0
ACC-002514,Wood-Arias,Legal,1-50,0.902,none,33,False,0.0,0.2835,0
ACC-002515,Singleton-Kirby,Insurance,51-200,0.876,none,19,False,1.0,0.6994,1
ACC-002516,Lyons Group,Financial Services,1-50,0.791,none,18,False,1.0,0.7906,1
ACC-002517,Knox-Reilly,Legal,5000+,0.718,tech_refresh,34,False,1.0,0.9269,1
ACC-002518,Jacobs Ltd,Healthcare,201-1000,0.532,none,2,False,1.0,0.587,1
ACC-002519,"Phillips, Martin and Harris",Government,1001-5000,0.555,leadership_change,0,False,1.0,0.7822,1
ACC-002520,"Hernandez, Hernandez and Lynch",Government,51-200,0.722,none,17,False,1.0,0.8694,1
ACC-002521,"Lane, Bell and Wyatt",Real Estate,51-200,0.674,leadership_change,21,False,1.0,0.5173,1
ACC-002522,Peterson and Sons,Legal,1001-5000,1.0,tech_refresh,112,False,1.0,0.7931,1
ACC-002523,Harvey Inc,Financial Services,1001-5000,0.994,leadership_change,75,False,1.0,0.8547,1
ACC-002524,"Smith, Bryan and Duncan",Manufacturing,51-200,0.48,none,10,False,0.0,,0
ACC-002525,"Nelson, Simmons and Spencer",Real Estate,1-50,0.849,none,11,False,0.0,,0
ACC-002526,King Group,Legal,201-1000,0.695,leadership_change,24,False,1.0,0.8201,1
ACC-002527,"Wright, Sullivan and Fowler",Technology,1-50,0.379,funding_round,42,False,0.0,,0
ACC-002528,Dunn Ltd,Government,1001-5000,0.512,funding_round,28,False,1.0,0.6113,1
ACC-002529,Petty-Sullivan,Legal,1001-5000,0.814,none,17,True,1.0,0.7723,1
ACC-002530,Keith-Mays,Government,1001-5000,0.498,compliance_mandate,3,True,1.0,0.7773,0
ACC-002531,Davidson PLC,Legal,51-200,0.897,none,10,True,0.0,,0
ACC-002532,"Mata, Thomas and Robinson",Insurance,201-1000,0.76,none,16,False,1.0,0.5831,1
ACC-002533,"Shah, Craig and Stevens",Healthcare,201-1000,0.675,leadership_change,48,False,0.0,0.1499,0
ACC-002534,"Baldwin, Jackson and Harmon",Retail,51-200,0.481,none,29,False,1.0,0.8112,0
ACC-002535,Dickerson Ltd,Technology,51-200,0.699,none,2,False,0.0,0.3979,0
ACC-002536,"Hansen, Kim and Martinez",Manufacturing,201-1000,0.485,none,3,False,0.0,0.2382,0
ACC-002537,Rogers-Grimes,Real Estate,1-50,0.333,funding_round,0,False,1.0,0.9151,0
ACC-002538,"George, Cunningham and Molina",Legal,1-50,0.981,none,5,False,1.0,0.3579,1
ACC-002539,Howell and Sons,Government,1001-5000,0.659,compliance_mandate,4,False,1.0,0.6585,1
ACC-002540,Freeman-Carpenter,Technology,51-200,0.78,tech_refresh,9,False,1.0,0.6933,1
ACC-002541,"Gonzalez, Watson and Sanchez",Legal,1-50,0.976,none,31,True,1.0,0.5485,1
ACC-002542,Manning LLC,Government,1-50,0.514,none,9,False,1.0,0.523,1
ACC-002543,Alvarado-Foster,Retail,201-1000,0.447,none,45,False,1.0,0.7148,0
ACC-002544,"Christian, Skinner and Gutierrez",Real Estate,1001-5000,0.866,compliance_mandate,19,False,0.0,0.8251,0
ACC-002545,Montoya LLC,Legal,51-200,0.689,tech_refresh,4,False,1.0,0.8558,1
ACC-002546,Wu and Sons,Real Estate,1-50,0.768,leadership_change,66,False,0.0,0.3127,0
ACC-002547,Adams PLC,Technology,51-200,0.492,funding_round,7,False,0.0,,0
ACC-002548,Baker LLC,Real Estate,1001-5000,0.664,none,73,False,1.0,0.2903,1
ACC-002549,Dennis-Flowers,Technology,1001-5000,0.781,tech_refresh,16,False,1.0,0.8228,1
ACC-002550,Wells-Long,Manufacturing,201-1000,0.347,none,14,False,1.0,0.677,0
ACC-002551,"Cook, Brown and Butler",Government,51-200,0.574,compliance_mandate,10,False,1.0,0.6637,1
ACC-002552,Long PLC,Technology,1-50,0.355,none,54,False,1.0,0.4254,0
ACC-002553,Vasquez Ltd,Manufacturing,1-50,0.199,compliance_mandate,41,False,1.0,0.6448,0
ACC-002554,Payne Group,Healthcare,1-50,0.584,none,36,False,1.0,0.5786,1
ACC-002555,"Russell, Smith and Thompson",Insurance,1-50,0.805,leadership_change,127,False,1.0,0.7124,1
ACC-002556,"Brown, Walton and Drake",Legal,1-50,0.74,tech_refresh,32,False,1.0,0.6876,1
ACC-002557,"Owens, Diaz and Wood",Retail,1001-5000,0.387,none,5,False,0.0,0.1321,0
ACC-002558,"Hamilton, Schroeder and Harvey",Healthcare,1-50,0.684,none,3,False,0.0,0.1207,0
ACC-002559,"Hanson, Webb and Ortiz",Financial Services,51-200,0.911,compliance_mandate,31,False,1.0,0.9445,1
ACC-002560,Wheeler-Long,Insurance,51-200,0.92,compliance_mandate,28,False,1.0,0.5621,1
ACC-002561,Warren Ltd,Financial Services,5000+,0.875,none,27,False,1.0,0.8014,1
ACC-002562,"Smith, Ellis and Willis",Government,1-50,0.564,none,16,False,0.0,0.6309,0
ACC-002563,Anderson-Clark,Insurance,5000+,0.598,funding_round,0,True,1.0,0.7456,1
