event_id,contact_id,event_type,intent_label,days_ago
EVT-00025644,CON-0006425,email_open,hot,8
EVT-00025645,CON-0006425,email_reply,neutral,7
EVT-00025646,CON-0006425,meeting,hot,1
EVT-00025647,CON-0006425,email_open,hot,16
EVT-00025648,CON-0006425,email_open,neutral,70
EVT-00025649,CON-0006425,content_download,warm,33
EVT-00025650,CON-0006425,content_download,hot,30
EVT-00025651,CON-0006425,content_download,hot,23
EVT-00025652,CON-0006426,content_download,cold,35
EVT-00025653,CON-0006426,content_download,hot,15
EVT-00025654,CON-0006426,email_reply,warm,13
EVT-00025655,CON-0006426,content_download,neutral,49
EVT-00025656,CON-0006427,content_download,hot,11
EVT-00025657,CON-0006428,email_open,warm,15
EVT-00025658,CON-0006428,email_reply,hot,17
EVT-00025659,CON-0006428,email_reply,warm,9
EVT-00025660,CON-0006428,meeting,hot,34
EVT-00025661,CON-0006428,meeting,neutral,0
EVT-00025662,CON-0006428,meeting,hot,1
EVT-00025663,CON-0006429,meeting,hot,23
EVT-00025664,CON-0006430,email_reply,neutral,19
EVT-00025665,CON-0006430,meeting,warm,8
EVT-00025666,CON-0006430,email_reply,warm,7
EVT-00025667,CON-0006431,content_download,neutral,13
EVT-00025668,CON-0006431,email_open,hot,29
EVT-00025669,CON-0006431,meeting,hot,8
EVT-00025670,CON-0006431,email_reply,warm,13
EVT-00025671,CON-0006431,content_download,warm,27
EVT-00025672,CON-0006431,email_reply,hot,14
EVT-00025673,CON-0006431,email_reply,hot,13
EVT-00025674,CON-0006432,email_open,warm,31
EVT-00025675,CON-0006432,email_open,warm,12
EVT-00025676,CON-0006432,email_open,cold,31
EVT-00025677,CON-0006433,email_reply,neutral,50
EVT-00025678,CON-0006433,email_open,hot,27
EVT-00025679,CON-0006433,email_open,warm,2
EVT-00025680,CON-0006434,email_open,hot,27
EVT-00025681,CON-0006435,email_open,hot,89
EVT-00025682,CON-0006435,email_reply,neutral,2
EVT-00025683,CON-0006435,meeting,hot,9
EVT-00025684,CON-0006435,email_open,cold,20
EVT-00025685,CON-0006436,email_reply,hot,8
EVT-00025686,CON-0006436,meeting,neutral,28
EVT-00025687,CON-0006436,meeting,hot,1
EVT-00025688,CON-0006436,meeting,warm,35
EVT-00025689,CON-0006436,content_download,hot,2
EVT-00025690,CON-0006437,email_reply,warm,6
EVT-00025691,CON-0006437,email_open,warm,6
EVT-00025692,CON-0006437,meeting,hot,7
EVT-00025693,CON-0006437,content_download,neutral,24
EVT-00025694,CON-0006437,meeting,neutral,10
EVT-00025695,CON-0006437,email_open,hot,21
EVT-00025696,CON-0006438,meeting,hot,12
EVT-00025697,CON-0006438,email_reply,hot,1
EVT-00025698,CON-0006438,email_open,hot,6
EVT-00025699,CON-0006438,email_reply,neutral,23
EVT-00025700,CON-0006439,email_reply,warm,5
EVT-00025701,CON-0006439,email_reply,warm,27
EVT-00025702,CON-0006439,email_reply,warm,1
EVT-00025703,CON-0006439,email_reply,warm,8
EVT-00025704,CON-0006439,email_reply,warm,6
EVT-00025705,CON-0006440,email_open,hot,12
EVT-00025706,CON-0006440,email_reply,hot,10
EVT-00025707,CON-0006440,meeting,cold,30
EVT-00025708,CON-0006440,meeting,warm,54
EVT-00025709,CON-0006440,content_download,hot,4
EVT-00025710,CON-0006440,content_download,warm,12
EVT-00025711,CON-0006440,email_reply,warm,92
EVT-00025712,CON-0006440,email_open,warm,40
EVT-00025713,CON-0006440,meeting,cold,6
EVT-00025714,CON-0006441,content_download,warm,1
EVT-00025715,CON-0006441,meeting,warm,66
EVT-00025716,CON-0006441,email_open,warm,38
EVT-00025717,CON-0006441,meeting,hot,30
EVT-00025718,CON-0006441,email_open,hot,2
EVT-00025719,CON-0006441,content_download,warm,1
EVT-00025720,CON-0006441,meeting,hot,40
EVT-00025721,CON-0006442,meeting,neutral,16
EVT-00025722,CON-0006442,email_reply,cold,54
EVT-00025723,CON-0006442,email_reply,warm,18
EVT-00025724,CON-0006442,email_reply,warm,42
EVT-00025725,CON-0006442,content_download,neutral,22
EVT-00025726,CON-0006443,content_download,warm,53
EVT-00025727,CON-0006443,content_download,warm,66
EVT-00025728,CON-0006443,email_reply,hot,2
EVT-00025729,CON-0006444,meeting,cold,42
EVT-00025730,CON-0006444,content_download,neutral,3
EVT-00025731,CON-0006444,email_open,hot,10
EVT-00025732,CON-0006444,email_open,neutral,6
EVT-00025733,CON-0006444,email_reply,cold,16
EVT-00025734,CON-0006444,content_download,cold,13
EVT-00025735,CON-0006444,meeting,hot,4
EVT-00025736,CON-0006444,meeting,cold,6
EVT-00025737,CON-0006445,email_reply,hot,12
EVT-00025738,CON-0006445,email_open,warm,41
EVT-00025739,CON-0006445,content_download,neutral,21
EVT-00025740,CON-0006446,content_download,hot,1
EVT-00025741,CON-0006446,email_open,neutral,3
EVT-00025742,CON-0006446,email_reply,neutral,6
EVT-00025743,CON-0006447,email_open,warm,13
EVT-00025744,CON-0006447,content_download,warm,12
EVT-00025745,CON-0006447,content_download,hot,1
EVT-00025746,CON-0006447,content_download,hot,81
EVT-00025747,CON-0006447,content_download,hot,103
EVT-00025748,CON-0006447,email_reply,warm,12
EVT-00025749,CON-0006447,meeting,cold,15
EVT-00025750,CON-0006447,email_reply,neutral,43
EVT-00025751,CON-0006448,email_reply,warm,0
EVT-00025752,CON-0006448,email_reply,warm,3
EVT-00025753,CON-0006449,content_download,warm,6
EVT-00025754,CON-0006449,email_reply,warm,8
EVT-00025755,CON-0006450,email_reply,cold,0
EVT-00025756,CON-0006450,email_open,warm,56
EVT-00025757,CON-0006450,email_open,hot,34
EVT-00025758,CON-0006451,email_open,warm,36
EVT-00025759,CON-0006451,email_open,hot,12
EVT-00025760,CON-0006451,content_download,warm,19
EVT-00025761,CON-0006451,email_reply,warm,51
EVT-00025762,CON-0006451,content_download,warm,11
EVT-00025763,CON-0006452,content_download,hot,0
EVT-00025764,CON-0006452,email_reply,hot,10
EVT-00025765,CON-0006452,meeting,hot,18
EVT-00025766,CON-0006452,email_reply,hot,4
EVT-00025767,CON-0006453,meeting,hot,8
EVT-00025768,CON-0006453,meeting,hot,4
EVT-00025769,CON-0006454,email_reply,warm,26
EVT-00025770,CON-0006454,content_download,cold,66
EVT-00025771,CON-0006454,content_download,neutral,22
EVT-00025772,CON-0006455,email_open,hot,5
EVT-00025773,CON-0006455,email_reply,hot,146
EVT-00025774,CON-0006456,email_open,warm,23
EVT-00025775,CON-0006456,email_open,cold,34
EVT-00025776,CON-0006456,content_download,cold,29
EVT-00025777,CON-0006457,meeting,warm,9
EVT-00025778,CON-0006457,email_reply,hot,9
EVT-00025779,CON-0006457,email_reply,hot,11
EVT-00025780,CON-0006457,email_reply,hot,6
EVT-00025781,CON-0006457,content_download,warm,61
EVT-00025782,CON-0006457,meeting,hot,1
EVT-00025783,CON-0006457,email_reply,neutral,34
EVT-00025784,CON-0006457,content_download,hot,0
EVT-00025785,CON-0006458,email_open,hot,19
EVT-00025786,CON-0006458,content_download,cold,3
EVT-00025787,CON-0006458,content_download,warm,19
EVT-00025788,CON-0006458,meeting,warm,26
EVT-00025789,CON-0006458,email_open,neutral,32
EVT-00025790,CON-0006459,content_download,hot,0
EVT-00025791,CON-0006459,email_open,warm,22
EVT-00025792,CON-0006460,email_reply,hot,19
EVT-00025793,CON-0006460,email_reply,warm,11
EVT-00025794,CON-0006460,email_open,warm,15
EVT-00025795,CON-0006460,email_reply,hot,2
EVT-00025796,CON-0006460,email_open,neutral,105
EVT-00025797,CON-0006461,email_reply,warm,75
EVT-00025798,CON-0006461,meeting,neutral,28
EVT-00025799,CON-0006461,content_download,cold,38
EVT-00025800,CON-0006461,email_open,neutral,2
EVT-00025801,CON-0006462,meeting,cold,1
EVT-00025802,CON-0006462,content_download,neutral,1
EVT-00025803,CON-0006462,content_download,cold,15
EVT-00025804,CON-0006462,email_open,neutral,29
EVT-00025805,CON-0006462,meeting,hot,41
EVT-00025806,CON-0006462,email_open,hot,13
EVT-00025807,CON-0006462,email_open,hot,76
EVT-00025808,CON-0006462,email_reply,hot,8
EVT-00025809,CON-0006462,content_download,cold,18
EVT-00025810,CON-0006463,email_reply,warm,29
EVT-00025811,CON-0006463,meeting,hot,5
EVT-00025812,CON-0006463,email_reply,warm,27
EVT-00025813,CON-0006463,meeting,cold,6
EVT-00025814,CON-0006465,meeting,warm,20
EVT-00025815,CON-0006466,email_open,warm,16
EVT-00025816,CON-0006466,email_reply,cold,3
EVT-00025817,CON-0006467,email_reply,neutral,57
EVT-00025818,CON-0006467,content_download,neutral,3
EVT-00025819,CON-0006468,email_open,neutral,2
EVT-00025820,CON-0006468,email_reply,neutral,24
EVT-00025821,CON-0006468,email_open,warm,0
EVT-00025822,CON-0006468,content_download,warm,1
EVT-00025823,CON-0006468,email_open,hot,0
EVT-00025824,CON-0006468,meeting,neutral,38
EVT-00025825,CON-0006469,meeting,cold,2
EVT-00025826,CON-0006470,meeting,hot,8
EVT-00025827,CON-0006470,email_open,hot,22
EVT-00025828,CON-0006470,email_reply,warm,2
EVT-00025829,CON-0006470,content_download,hot,42
EVT-00025830,CON-0006471,email_open,hot,43
EVT-00025831,CON-0006471,meeting,hot,29
EVT-00025832,CON-0006471,meeting,hot,9
EVT-00025833,CON-0006471,email_open,hot,0
EVT-00025834,CON-0006471,email_open,warm,13
EVT-00025835,CON-0006471,email_reply,hot,115
EVT-00025836,CON-0006471,email_reply,cold,8
EVT-00025837,CON-0006472,content_download,neutral,12
EVT-00025838,CON-0006472,email_reply,cold,1
EVT-00025839,CON-0006473,content_download,warm,45
EVT-00025840,CON-0006473,content_download,cold,27
EVT-00025841,CON-0006473,content_download,neutral,2
EVT-00025842,CON-0006473,content_download,neutral,23
EVT-00025843,CON-0006473,email_reply,neutral,11
EVT-00025844,CON-0006474,email_open,warm,13
EVT-00025845,CON-0006474,email_open,neutral,3
EVT-00025846,CON-0006474,content_download,neutral,48
EVT-00025847,CON-0006474,email_reply,hot,35
EVT-00025848,CON-0006474,meeting,warm,4
EVT-00025849,CON-0006475,meeting,neutral,8
EVT-00025850,CON-0006475,meeting,warm,27
EVT-00025851,CON-0006475,email_open,hot,38
EVT-00025852,CON-0006475,content_download,hot,21
EVT-00025853,CON-0006475,content_download,hot,1
EVT-00025854,CON-0006476,meeting,neutral,12
EVT-00025855,CON-0006476,email_reply,warm,21
EVT-00025856,CON-0006476,email_open,warm,2
EVT-00025857,CON-0006476,meeting,hot,4
EVT-00025858,CON-0006477,content_download,warm,9
EVT-00025859,CON-0006477,meeting,warm,15
EVT-00025860,CON-0006477,meeting,hot,32
EVT-00025861,CON-0006478,content_download,hot,75
EVT-00025862,CON-0006479,email_reply,neutral,26
EVT-00025863,CON-0006479,meeting,warm,7
EVT-00025864,CON-0006479,email_reply,warm,11
EVT-00025865,CON-0006479,content_download,hot,63
EVT-00025866,CON-0006480,email_open,cold,10
EVT-00025867,CON-0006480,meeting,neutral,14
EVT-00025868,CON-0006480,meeting,warm,7
EVT-00025869,CON-0006480,email_open,neutral,34
EVT-00025870,CON-0006480,content_download,neutral,15
EVT-00025871,CON-0006480,email_open,warm,57
EVT-00025872,CON-0006480,email_open,neutral,11
EVT-00025873,CON-0006480,meeting,warm,34
EVT-00025874,CON-0006481,email_open,hot,11
EVT-00025875,CON-0006481,content_download,neutral,3
EVT-00025876,CON-0006481,email_open,warm,37
EVT-00025877,CON-0006482,email_open,warm,4
EVT-00025878,CON-0006482,content_download,hot,32
EVT-00025879,CON-0006483,email_open,warm,32
EVT-00025880,CON-0006483,content_download,warm,21
EVT-00025881,CON-0006483,email_reply,cold,5
EVT-00025882,CON-0006483,meeting,warm,19
EVT-00025883,CON-0006484,email_reply,cold,3
EVT-00025884,CON-0006484,meeting,hot,8
EVT-00025885,CON-0006484,email_open,warm,23
EVT-00025886,CON-0006484,email_reply,warm,23
EVT-00025887,CON-0006485,email_reply,hot,5
EVT-00025888,CON-0006485,email_open,hot,17
EVT-00025889,CON-0006485,content_download,hot,4
EVT-00025890,CON-0006485,email_reply,warm,1
EVT-00025891,CON-0006485,meeting,cold,30
EVT-00025892,CON-0006486,meeting,hot,30
EVT-00025893,CON-0006486,email_open,warm,4
EVT-00025894,CON-0006486,email_open,hot,6
EVT-00025895,CON-0006487,content_download,warm,4
EVT-00025896,CON-0006487,email_open,warm,30
EVT-00025897,CON-0006487,meeting,warm,1
EVT-00025898,CON-0006487,email_reply,neutral,6
EVT-00025899,CON-0006488,email_reply,neutral,12
EVT-00025900,CON-0006489,email_reply,warm,19
EVT-00025901,CON-0006490,email_reply,warm,16
EVT-00025902,CON-0006490,email_reply,warm,9
EVT-00025903,CON-0006490,email_open,hot,6
EVT-00025904,CON-0006491,content_download,warm,0
EVT-00025905,CON-0006492,email_open,neutral,3
EVT-00025906,CON-0006493,meeting,hot,9
EVT-00025907,CON-0006493,email_open,hot,18
EVT-00025908,CON-0006493,content_download,warm,11
EVT-00025909,CON-0006493,content_download,hot,24
EVT-00025910,CON-0006493,email_open,warm,2
EVT-00025911,CON-0006493,meeting,warm,2
EVT-00025912,CON-0006494,email_open,hot,28
EVT-00025913,CON-0006494,content_download,cold,33
EVT-00025914,CON-0006494,meeting,neutral,5
EVT-00025915,CON-0006494,content_download,neutral,12
EVT-00025916,CON-0006494,email_reply,warm,26
EVT-00025917,CON-0006495,email_reply,cold,27
EVT-00025918,CON-0006495,email_open,warm,14
EVT-00025919,CON-0006495,email_open,warm,3
EVT-00025920,CON-0006495,content_download,cold,0
EVT-00025921,CON-0006496,email_open,neutral,12
EVT-00025922,CON-0006497,email_reply,warm,2
EVT-00025923,CON-0006497,meeting,hot,11
EVT-00025924,CON-0006497,content_download,warm,26
EVT-00025925,CON-0006497,content_download,neutral,57
EVT-00025926,CON-0006497,meeting,hot,5
EVT-00025927,CON-0006497,meeting,hot,0
EVT-00025928,CON-0006498,content_download,warm,2
EVT-00025929,CON-0006498,content_download,hot,55
EVT-00025930,CON-0006498,email_open,cold,9
EVT-00025931,CON-0006498,meeting,cold,2
EVT-00025932,CON-0006498,email_reply,hot,2
EVT-00025933,CON-0006498,meeting,cold,2
EVT-00025934,CON-0006499,content_download,hot,6
EVT-00025935,CON-0006499,content_download,warm,1
EVT-00025936,CON-0006499,email_reply,warm,42
EVT-00025937,CON-0006499,email_reply,hot,61
EVT-00025938,CON-0006499,email_open,warm,9
EVT-00025939,CON-0006499,email_reply,warm,13
EVT-00025940,CON-0006499,content_download,neutral,13
EVT-00025941,CON-0006499,content_download,warm,9
EVT-00025942,CON-0006500,meeting,warm,20
EVT-00025943,CON-0006500,email_open,warm,5
EVT-00025944,CON-0006501,meeting,warm,35
EVT-00025945,CON-0006501,content_download,warm,11
EVT-00025946,CON-0006502,email_reply,hot,17
EVT-00025947,CON-0006502,email_reply,hot,3
EVT-00025948,CON-0006502,meeting,warm,11
EVT-00025949,CON-0006502,content_download,hot,5
EVT-00025950,CON-0006502,content_download,warm,46
EVT-00025951,CON-0006502,email_open,warm,16
EVT-00025952,CON-0006503,email_reply,hot,8
EVT-00025953,CON-0006503,content_download,warm,21
EVT-00025954,CON-0006503,meeting,warm,14
EVT-00025955,CON-0006504,email_reply,cold,51
EVT-00025956,CON-0006504,email_reply,neutral,36
EVT-00025957,CON-0006504,content_download,hot,23
EVT-00025958,CON-0006504,email_reply,cold,15
EVT-00025959,CON-0006505,email_reply,hot,47
EVT-00025960,CON-0006505,email_open,hot,1
EVT-00025961,CON-0006505,content_download,hot,22
EVT-00025962,CON-0006505,email_reply,hot,31
EVT-00025963,CON-0006506,meeting,hot,8
EVT-00025964,CON-0006506,email_reply,warm,2
EVT-00025965,CON-0006507,email_open,hot,26
EVT-00025966,CON-0006507,content_download,cold,6
EVT-00025967,CON-0006507,meeting,hot,28
EVT-00025968,CON-0006508,email_open,hot,49
EVT-00025969,CON-0006508,email_open,warm,60
EVT-00025970,CON-0006508,content_download,neutral,15
EVT-00025971,CON-0006508,meeting,warm,4
EVT-00025972,CON-0006509,email_reply,warm,51
EVT-00025973,CON-0006509,meeting,warm,1
EVT-00025974,CON-0006510,email_open,hot,5
EVT-00025975,CON-0006510,email_open,neutral,28
EVT-00025976,CON-0006510,email_reply,cold,5
EVT-00025977,CON-0006510,meeting,neutral,12
EVT-00025978,CON-0006511,meeting,neutral,48
EVT-00025979,CON-0006512,email_reply,cold,0
EVT-00025980,CON-0006512,content_download,hot,51
EVT-00025981,CON-0006512,email_reply,warm,6
EVT-00025982,CON-0006512,meeting,neutral,2
EVT-00025983,CON-0006513,content_download,neutral,18
EVT-00025984,CON-0006513,email_reply,cold,40
EVT-00025985,CON-0006513,content_download,neutral,15
EVT-00025986,CON-0006513,meeting,hot,8
EVT-00025987,CON-0006514,meeting,hot,21
EVT-00025988,CON-0006514,meeting,warm,0
EVT-00025989,CON-0006514,email_reply,cold,11
EVT-00025990,CON-0006514,content_download,neutral,35
EVT-00025991,CON-0006514,meeting,hot,4
EVT-00025992,CON-0006515,email_reply,neutral,22
EVT-00025993,CON-0006515,email_reply,hot,23
EVT-00025994,CON-0006515,email_reply,hot,41
EVT-00025995,CON-0006516,content_download,warm,2
EVT-00025996,CON-0006516,email_open,cold,17
EVT-00025997,CON-0006516,email_reply,hot,75
EVT-00025998,CON-0006516,email_open,neutral,34
EVT-00025999,CON-0006517,content_download,hot,1
EVT-00026000,CON-0006517,meeting,cold,16
EVT-00026001,CON-0006517,content_download,neutral,13
EVT-00026002,CON-0006517,content_download,hot,4
EVT-00026003,CON-0006517,meeting,hot,23
EVT-00026004,CON-0006518,meeting,hot,11
EVT-00026005,CON-0006518,email_open,warm,10
EVT-00026006,CON-0006518,email_reply,warm,6
EVT-00026007,CON-0006519,meeting,cold,2
EVT-00026008,CON-0006519,email_reply,cold,11
EVT-00026009,CON-0006519,meeting,neutral,5
EVT-00026010,CON-0006519,email_reply,neutral,5
EVT-00026011,CON-0006520,email_open,warm,12
EVT-00026012,CON-0006520,content_download,hot,1
EVT-00026013,CON-0006520,email_open,warm,28
EVT-00026014,CON-0006520,email_reply,hot,2
EVT-00026015,CON-0006521,content_download,warm,0
EVT-00026016,CON-0006521,email_open,hot,20
EVT-00026017,CON-0006521,email_open,warm,47
EVT-00026018,CON-0006521,email_open,warm,7
EVT-00026019,CON-0006522,meeting,hot,4
EVT-00026020,CON-0006522,email_open,neutral,8
EVT-00026021,CON-0006522,meeting,cold,12
EVT-00026022,CON-0006522,content_download,hot,11
EVT-00026023,CON-0006522,meeting,neutral,4
EVT-00026024,CON-0006523,email_reply,warm,30
EVT-00026025,CON-0006523,meeting,hot,41
EVT-00026026,CON-0006523,email_open,neutral,40
EVT-00026027,CON-0006524,meeting,cold,16
EVT-00026028,CON-0006525,email_open,hot,10
EVT-00026029,CON-0006525,email_reply,cold,18
EVT-00026030,CON-0006526,meeting,hot,37
EVT-00026031,CON-0006526,content_download,warm,3
EVT-00026032,CON-0006526,content_download,cold,0
EVT-00026033,CON-0006527,content_download,cold,13
EVT-00026034,CON-0006527,meeting,neutral,6
EVT-00026035,CON-0006527,email_open,hot,61
EVT-00026036,CON-0006527,content_download,cold,14
EVT-00026037,CON-0006528,email_reply,hot,26
EVT-00026038,CON-0006528,content_download,hot,66
EVT-00026039,CON-0006528,content_download,warm,30
EVT-00026040,CON-0006528,email_open,hot,33
EVT-00026041,CON-0006528,meeting,hot,16
EVT-00026042,CON-0006528,meeting,hot,24
EVT-00026043,CON-0006529,meeting,hot,8
EVT-00026044,CON-0006529,content_download,warm,9
EVT-00026045,CON-0006529,email_reply,warm,23
EVT-00026046,CON-0006530,meeting,neutral,6
EVT-00026047,CON-0006530,meeting,cold,2
EVT-00026048,CON-0006530,meeting,warm,60
EVT-00026049,CON-0006530,content_download,neutral,18
EVT-00026050,CON-0006531,email_reply,cold,6
EVT-00026051,CON-0006531,email_reply,hot,4
EVT-00026052,CON-0006531,meeting,hot,2
EVT-00026053,CON-0006532,meeting,neutral,15
EVT-00026054,CON-0006532,email_reply,hot,13
EVT-00026055,CON-0006533,content_download,neutral,9
EVT-00026056,CON-0006533,content_download,hot,4
EVT-00026057,CON-0006533,email_reply,warm,0
EVT-00026058,CON-0006533,content_download,warm,39
EVT-00026059,CON-0006533,content_download,warm,44
EVT-00026060,CON-0006533,email_reply,hot,2
EVT-00026061,CON-0006534,email_reply,warm,54
EVT-00026062,CON-0006534,email_reply,warm,37
EVT-00026063,CON-0006535,email_reply,hot,42
EVT-00026064,CON-0006535,email_reply,hot,19
EVT-00026065,CON-0006535,email_reply,hot,41
EVT-00026066,CON-0006535,email_reply,warm,43
EVT-00026067,CON-0006535,meeting,hot,10
EVT-00026068,CON-0006535,email_open,hot,5
EVT-00026069,CON-0006535,content_download,neutral,77
EVT-00026070,CON-0006535,email_reply,warm,56
EVT-00026071,CON-0006536,content_download,warm,52
EVT-00026072,CON-0006536,content_download,warm,37
EVT-00026073,CON-0006536,meeting,hot,86
EVT-00026074,CON-0006537,content_download,hot,5
EVT-00026075,CON-0006537,email_open,hot,10
EVT-00026076,CON-0006537,meeting,neutral,3
EVT-00026077,CON-0006538,meeting,warm,1
EVT-00026078,CON-0006538,email_open,warm,25
EVT-00026079,CON-0006539,email_open,warm,6
EVT-00026080,CON-0006539,email_reply,hot,6
EVT-00026081,CON-0006539,content_download,warm,4
EVT-00026082,CON-0006540,email_open,hot,18
EVT-00026083,CON-0006540,content_download,hot,19
EVT-00026084,CON-0006540,email_open,hot,14
EVT-00026085,CON-0006540,meeting,hot,5
EVT-00026086,CON-0006540,email_open,hot,27
EVT-00026087,CON-0006540,meeting,hot,4
EVT-00026088,CON-0006540,meeting,warm,24
EVT-00026089,CON-0006541,meeting,warm,1
EVT-00026090,CON-0006541,content_download,hot,18
EVT-00026091,CON-0006541,email_open,hot,28
EVT-00026092,CON-0006541,meeting,hot,16
EVT-00026093,CON-0006541,email_reply,warm,7
EVT-00026094,CON-0006541,content_download,hot,5
EVT-00026095,CON-0006541,email_open,warm,10
EVT-00026096,CON-0006541,meeting,neutral,19
EVT-00026097,CON-0006542,email_open,cold,16
EVT-00026098,CON-0006542,content_download,hot,34
EVT-00026099,CON-0006542,email_reply,warm,14
EVT-00026100,CON-0006542,content_download,hot,24
EVT-00026101,CON-0006542,email_open,hot,3
EVT-00026102,CON-0006543,meeting,warm,3
EVT-00026103,CON-0006543,content_download,hot,1
EVT-00026104,CON-0006544,email_reply,hot,10
EVT-00026105,CON-0006544,meeting,warm,14
EVT-00026106,CON-0006544,content_download,neutral,12
EVT-00026107,CON-0006545,email_reply,hot,0
EVT-00026108,CON-0006545,meeting,warm,4
EVT-00026109,CON-0006545,content_download,neutral,40
EVT-00026110,CON-0006545,content_download,warm,13
EVT-00026111,CON-0006545,email_open,hot,8
EVT-00026112,CON-0006547,email_open,neutral,19
EVT-00026113,CON-0006547,meeting,hot,1
EVT-00026114,CON-0006547,content_download,hot,17
EVT-00026115,CON-0006548,email_reply,neutral,3
EVT-00026116,CON-0006548,meeting,warm,3
EVT-00026117,CON-0006549,content_download,neutral,36
EVT-00026118,CON-0006549,meeting,warm,31
EVT-00026119,CON-0006549,email_reply,warm,32
EVT-00026120,CON-0006549,content_download,neutral,3
EVT-00026121,CON-0006550,meeting,hot,36
EVT-00026122,CON-0006550,email_reply,neutral,2
EVT-00026123,CON-0006551,email_open,hot,17
EVT-00026124,CON-0006551,email_reply,hot,5
EVT-00026125,CON-0006551,content_download,neutral,13
EVT-00026126,CON-0006551,meeting,warm,35
EVT-00026127,CON-0006552,content_download,neutral,10
EVT-00026128,CON-0006553,email_open,warm,15
EVT-00026129,CON-0006553,content_download,hot,2
EVT-00026130,CON-0006553,email_open,hot,0
EVT-00026131,CON-0006553,content_download,neutral,60
EVT-00026132,CON-0006553,email_reply,neutral,1
EVT-00026133,CON-0006554,email_open,hot,7
EVT-00026134,CON-0006554,meeting,hot,0
EVT-00026135,CON-0006555,content_download,cold,43
EVT-00026136,CON-0006555,meeting,warm,2
EVT-00026137,CON-0006555,email_reply,hot,19
EVT-00026138,CON-0006556,email_reply,hot,3
EVT-00026139,CON-0006556,content_download,warm,36
EVT-00026140,CON-0006556,content_download,hot,2
EVT-00026141,CON-0006557,content_download,neutral,2
EVT-00026142,CON-0006558,content_download,hot,11
EVT-00026143,CON-0006559,email_reply,hot,6
EVT-00026144,CON-0006559,content_download,hot,22
EVT-00026145,CON-0006560,content_download,hot,0
EVT-00026146,CON-0006560,meeting,warm,1
EVT-00026147,CON-0006560,content_download,hot,46
EVT-00026148,CON-0006560,email_open,warm,5
EVT-00026149,CON-0006560,email_open,hot,48
EVT-00026150,CON-0006560,email_open,hot,90
EVT-00026151,CON-0006561,content_download,warm,5
EVT-00026152,CON-0006561,email_reply,neutral,39
EVT-00026153,CON-0006561,email_open,neutral,11
EVT-00026154,CON-0006562,email_open,neutral,1
EVT-00026155,CON-0006562,email_open,warm,2
EVT-00026156,CON-0006562,email_reply,neutral,14
EVT-00026157,CON-0006562,meeting,neutral,1
EVT-00026158,CON-0006562,email_reply,hot,15
EVT-00026159,CON-0006562,meeting,hot,50
EVT-00026160,CON-0006562,content_download,neutral,6
EVT-00026161,CON-0006562,email_reply,hot,13
EVT-00026162,CON-0006563,email_reply,cold,5
EVT-00026163,CON-0006563,email_reply,warm,17
EVT-00026164,CON-0006563,email_open,neutral,23
EVT-00026165,CON-0006563,email_reply,hot,28
EVT-00026166,CON-0006563,meeting,hot,96
EVT-00026167,CON-0006563,email_open,cold,11
EVT-00026168,CON-0006563,email_reply,hot,28
EVT-00026169,CON-0006564,meeting,warm,3
EVT-00026170,CON-0006564,meeting,neutral,38
EVT-00026171,CON-0006564,email_open,cold,7
EVT-00026172,CON-0006564,email_open,cold,7
EVT-00026173,CON-0006564,email_open,neutral,3
EVT-00026174,CON-0006564,email_open,cold,4
EVT-00026175,CON-0006564,email_open,warm,29
EVT-00026176,CON-0006564,meeting,warm,5
EVT-00026177,CON-0006565,meeting,warm,0
EVT-00026178,CON-0006565,content_download,neutral,30
EVT-00026179,CON-0006565,content_download,neutral,32
EVT-00026180,CON-0006565,email_open,hot,8
EVT-00026181,CON-0006565,email_reply,cold,7
EVT-00026182,CON-0006565,email_open,hot,8
EVT-00026183,CON-0006565,email_open,warm,40
EVT-00026184,CON-0006566,meeting,warm,12
EVT-00026185,CON-0006566,meeting,warm,14
EVT-00026186,CON-0006566,email_reply,hot,7
EVT-00026187,CON-0006566,email_open,warm,2
EVT-00026188,CON-0006566,meeting,warm,13
EVT-00026189,CON-0006566,content_download,warm,9
EVT-00026190,CON-0006567,email_open,hot,14
EVT-00026191,CON-0006567,meeting,neutral,27
EVT-00026192,CON-0006567,email_open,warm,1
EVT-00026193,CON-0006567,email_open,warm,6
EVT-00026194,CON-0006568,content_download,hot,1
EVT-00026195,CON-0006568,email_open,warm,38
EVT-00026196,CON-0006568,content_download,warm,60
EVT-00026197,CON-0006569,email_open,hot,1
EVT-00026198,CON-0006569,email_reply,hot,41
EVT-00026199,CON-0006569,email_open,hot,30
EVT-00026200,CON-0006569,email_open,warm,5
EVT-00026201,CON-0006569,content_download,neutral,14
EVT-00026202,CON-0006569,meeting,warm,12
EVT-00026203,CON-0006569,content_download,hot,14
EVT-00026204,CON-0006570,email_open,neutral,11
EVT-00026205,CON-0006570,email_reply,hot,32
EVT-00026206,CON-0006571,email_open,warm,0
EVT-00026207,CON-0006571,email_reply,warm,45
EVT-00026208,CON-0006571,meeting,cold,45
EVT-00026209,CON-0006571,meeting,warm,2
EVT-00026210,CON-0006572,email_open,neutral,37
EVT-00026211,CON-0006573,email_open,neutral,71
EVT-00026212,CON-0006573,content_download,cold,2
EVT-00026213,CON-0006573,email_reply,neutral,51
EVT-00026214,CON-0006573,content_download,neutral,6
